Row	station_id	date	t	qt	td	qtd	twet	qtwet	u	qu	tmin	qtmin	tmax	qtmax	dd	qdd	ff	qff	dd_max	qdd_max	ff_max	qff_max	dd_gust	qdd_gust	ff_gust	qff_gust	p	qp	p0	qp0	ppp	qppp	a	qa	ir	qir	rrr	qrrr	rrrt	qrrrt	rrr24	qrrr24	ix	qix	ww	qww	w1	qw1	w2	qw2	vv	qvv	sshn	qsshn	n	qn	h	qh	nh	qnh	cl	qcl	cm	qcm	ch	qch	Ns1	qNs1	C1	qC1	hs1	qhs1	Ns2	qNs2	C2	qC2	hs2	qhs2	Ns3	qNs3	C3	qC3	hs3	qhs3	Ns4	qNs4	C4	qC4	hs4	qhs4	radglo24	qradglo24	evt	qevt	tsoil	qtsoil	e	qe	esnow	qesnow	ess	qess	ss	qss	tusoil005	qtusoil005	tusoil010	qtusoil010	tusoil020	qtusoil020	tusoil030	qtusoil030	tusoil050	qtusoil050	tusoil100	qtusoil100	musoil005	qmusoil005	musoil010	qmusoil010	musoil020	qmusoil020	musoil030	qmusoil030	musoil050	qmusoil050	musoil070	qmusoil070	musoil100	qmusoil100	ew	qew	ews	qews	tmin_12h	qtmin_12h	tmax_12h	qtmax_12h	contentmessage
392-Smiley face	99369	2024-02-25 10:00:00	-2.9	111115	-8.0	111115		999999		999999		999999		999999	20	111515	3	111115		999999		999999		999999		999999	1022.4	111115	794.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0203 11029 21080 37944 40224 58005 333 60005 555 11044 29068
393-Smiley face	99369	2024-02-25 11:00:00	-3.2	111115	-9.7	111115		999999		999999		999999		999999	360	111515	3	111115		999999		999999		999999		999999	1022.6	111115	794.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3603 11032 21097 37944 40226 56005 333 60005 555 11051 29061
394-Smiley face	99369	2024-02-25 12:00:00	-2.8	111115	-11.0	111115	-5.1	111115	54	111515		999999		999999	20	111515	3	111115		999999		999999		999999		999999	1022.4	111115	794.2	111115	-0.4	111515	7	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.67	115555	4.97	115555		999999		999999	AAXX 25121 99369 16/// /0203 11028 21110 37942 40224 57004 60001 333 70000 555 11051 29053=
395-Smiley face	99369	2024-02-25 13:00:00	-3.8	111115	-10.3	111115		999999		999999		999999		999999	30	111515	2	111115		999999		999999		999999		999999	1023.2	111115	794.4	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0302 11038 21103 37944 40232 55000 333 60005 555 11056 29061
396-Smiley face	99369	2024-02-25 14:00:00	-4.2	111115	-11.7	111115		999999		999999		999999		999999	10	111515	3	111115		999999		999999		999999		999999	1023.6	111115	794.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0103 11042 21117 37948 40236 53004 333 60005 555 11062 29056
397-Smiley face	99369	2024-02-25 15:00:00	-4.9	313115	-7.6	111115	-5.6	111115	80	111515	-4.3	313155	-2.3	111155	180	111515	4	111115		999999		999999		999999		999999	1024.2	111115	795.0	111115	0.8	111515	2	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.1	115155	2.0	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.41	115555	4.25	115555	-4.3	115555	-2.3	115555	AAXX 25151 99369 46/// /1804 11049 21076 37950 40242 52008 333 11023 21043 70000 555 11056 29081 66666 00021 10020 2//// 3//// 5//// 9////=
398-Smiley face	99369	2024-02-25 18:00:00	-6.6	111115	-8.2	111115	-6.8	111115	89	111515		999999		999999	180	111515	2	111115		999999		999999		999999		999999	1026.2	111115	795.6	111115	0.6	111515	2	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.32	115555	3.73	115555		999999		999999	AAXX 25181 99369 16/// /1802 11066 21082 37956 40262 52006 60001 333 55/// 70000 555 11068 29088=
399-Smiley face	99369	2024-02-25 21:00:00	-7.1	111115	-9.4	111115	-7.5	111115	84	111515		999999		999999	180	111515	2	111115		999999		999999		999999		999999	1025.5	111115	795.0	111115	-0.6	111515	8	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	3.01	115555	3.59	115555		999999		999999	AAXX 25211 99369 46/// /1802 11071 21094 37950 40255 58006 333 70000 555 11075 29084 3////=
400-Smiley face	99369	2024-02-26 00:00:00	-6.3	111115	-14.9	111115	-8.2	111115	51	111515		999999		999999	10	111515	3	111115		999999		999999		999999		999999	1024.4	111115	794.5	111115	-0.5	111515	8	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.96	115555	3.82	115555		999999		999999	AAXX 26001 99369 16/// /0103 11063 21149 37945 40244 58005 60001 333 70000 555 11082 29051=
401-Smiley face	99369	2024-02-26 03:00:00	-6.4	111115	-16.4	111115	-8.6	111115	44	111515	-7.3	111155	-4.1	111155	360	111515	3	111115		999999		999999		999999		999999	1025.2	111115	794.3	111115	-0.2	111515	6	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.1	115155	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.68	115555	3.79	115555	-7.3	115555	-4.1	115555	AAXX 26031 99369 46/// /3603 11064 21164 37943 40252 56002 333 11041 21073 70000 555 11086 29045 66666 00001 10003 2//// 3//// 5//// 9////=
402-Smiley face	99369	2024-02-26 04:00:00	-6.8	111115	-15.5	111115		999999		999999		999999		999999	10	111515	4	111115		999999		999999		999999		999999	1026.3	111115	794.7	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0104 11068 21155 37947 40263 53003 333 60005 555 11087 29050
403-Smiley face	99369	2024-02-26 05:00:00	-5.6	111115	-15.3	111115		999999		999999		999999		999999	360	111515	2	111115		999999		999999		999999		999999	1026.3	111115	795.2	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3602 11056 21153 37952 40263 53009 333 60005 555 11078 29046
404-Smiley face	99369	2024-02-26 06:00:00	-5.4	111115	-12.6	111115	-7.2	111115	56	111515		999999		999999	170	111515	3	111115		999999		999999		999999		999999	1026.9	111115	795.4	111115	1.1	111515	2	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.29	115555	4.09	115555		999999		999999	AAXX 26061 99369 16/// /1703 11054 21126 37954 40269 52011 60001 333 3//// 5//// 70000 555 11072 29057=
405-Smiley face	99369	2024-02-26 07:00:00	-3.9	111115	-12.9	111115		999999		999999		999999		999999	170	111515	2	111115		999999		999999		999999		999999	1026.3	111115	795.6	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1702 11039 21129 37956 40263 52009 333 60005 555 11062 29049
406-Smiley face	99369	2024-02-26 08:00:00	-3.6	111115	-13.8	111115		999999		999999		999999		999999	10	111515	3	111115		999999		999999		999999		999999	1026.3	111115	795.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0103 11036 21138 37955 40263 50003 333 60005 555 11063 29045
407-Smiley face	99369	2024-02-26 09:00:00	-3.8	111115	-14.7	111115	-6.5	111115	43	111515		999999		999999	10	111515	4	111115		999999		999999		999999		999999	1026.2	111115	795.3	111115	-0.1	111515	8	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.3	115155	0.4	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.98	115555	4.61	115555		999999		999999	AAXX 26091 99369 46/// /0104 11038 21147 37953 40262 58001 333 70000 555 11065 29042 66666 00003 10004 2//// 3//// 5//// 9////=
408-Smiley face	99369	2024-02-26 10:00:00	-3.9	111115	-15.7	111115		999999		999999		999999		999999	10	111515	4	111115		999999		999999		999999		999999	1025.3	111115	794.7	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	
409-Smiley face	99369	2024-02-26 11:00:00	-2.9	111115	-13.7	111115		999999		999999		999999		999999	30	111515	3	111115		999999		999999		999999		999999	1024.4	111115	794.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0303 11029 21137 37945 40244 57010 333 60005 555 11058 29043
410-Smiley face	99369	2024-02-26 12:00:00	-3.1	111115	-14.4	111115	-6.0	111115	42	111515		999999		999999	10	111515	2	111115		999999		999999		999999		999999	1024.6	111115	794.6	111115	-0.7	111515	5	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.03	115555	4.86	115555		999999		999999	AAXX 26121 99369 16/// /0102 11031 21144 37946 40246 55007 60001 333 70000 555 11060 29042=
411-Smiley face	99369	2024-02-26 13:00:00	-4.4	111115	-14.4	111115		999999		999999		999999		999999	350	111515	3	111115		999999		999999		999999		999999	1025.5	111115	794.8	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3503 11044 21144 37948 40255 53001 333 60005 555 11069 29046
412-Smiley face	99369	2024-02-26 14:00:00	-5.0	111115	-14.8	111115		999999		999999		999999		999999	310	111515	1	111115		999999		999999		999999		999999	1026.2	111115	795.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3101 11050 21148 37950 40262 53005 333 60005 555 11073 29046
413-Smiley face	99369	2024-02-26 15:00:00	-6.2	111115	-10.2	111115	-7.1	111115	74	111515	-7.3	111155	-2.9	111155	150	111515	1	111115		999999		999999		999999		999999	1027.4	111115	795.6	111115	1.0	111515	2	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.7	115155	1.6	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.83	115555	3.85	115555	-7.3	115555	-2.9	115555	AAXX 26151 99369 46/// /1501 11062 21102 37956 40274 52010 333 11029 21073 70000 555 11071 29073 66666 00017 10016 2//// 3//// 5//// 9////=
414-Smiley face	99369	2024-02-26 18:00:00	-7.0	111115	-14.0	111115	-8.5	111115	58	111515		999999		999999	220	111515	1	111115		999999		999999		999999		999999	1027.9	111115	796.1	111115	0.5	111515	1	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.1	115555	3.62	115555		999999		999999	AAXX 26181 99369 16/// /2201 11070 21140 37961 40279 51005 60001 333 55/// 70000 555 11085 29057=
415-Smiley face	99369	2024-02-26 21:00:00	-8.0	111115	-14.2	111115	-9.2	111115	63	111515		999999		999999	10	111515	2	111115	360.0	111555	4.0	111155	360.0	111555	10.0	111155	1027.6	111115	796.1	111115	0.0	111515	4	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.1	115555	3.35	115555		999999		999999	AAXX 26211 99369 46/// /0102 11080 21142 37961 40276 54000 333 70000 555 11092 29061 33604 43610=
416-Smiley face	99369	2024-02-27 00:00:00	-8.7	111115	-13.2	111115	-9.6	111115	69	111515		999999		999999	200	111515	2	111115		999999		999999		999999		999999	1027.8	111115	796.1	111115	-0.0	111515	5	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.17	115555	3.17	115555		999999		999999	AAXX 27001 99369 16/// /2002 11087 21132 37961 40278 55000 60001 333 70000 555 11096 29070=
417-Smiley face	99369	2024-02-27 03:00:00	-10.0	111115	-14.4	111115	-10.8	111115	68	111515	-10.1	111155	-5.0	111155	100	111515	1	111115		999999		999999		999999		999999	1030.3	111115	796.4	111115	0.3	111515	3	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	-0.2	115155	0.0	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	1.96	115555	2.86	115555	-10.1	115555	-5.0	115555	AAXX 27031 99369 46/// /1001 11100 21144 37964 40303 53003 333 11050 21101 70000 555 11108 29070 66666 01002 10000 2//// 3//// 5//// 9////=
418-Smiley face	99369	2024-02-27 04:00:00	-7.9	111115	-13.8	111115		999999		999999		999999		999999	150	111515	1	111115		999999		999999		999999		999999	1029.9	111115	796.7	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1501 11079 21138 37967 40299 52006 333 60005 555 11091 29063
419-Smiley face	99369	2024-02-27 05:00:00	-7.0	111115	-13.3	111115		999999		999999		999999		999999	180	111515	3	111115		999999		999999		999999		999999	1030.0	111115	796.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1803 11070 21133 37969 40300 52007 333 60005 555 11084 29061
420-Smiley face	99369	2024-02-27 06:00:00	-5.8	111115	-13.1	111115	-7.5	111115	57	111515		999999		999999	150	111515	2	111115		999999		999999		999999		999999	1029.7	111115	797.3	111115	0.9	111515	2	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.26	115555	3.97	115555		999999		999999	AAXX 27061 99369 16/// /1502 11058 21131 37973 40297 52009 60001 333 3//// 5//// 70000 555 11075 29057=
421-Smiley face	99369	2024-02-27 07:00:00	-4.2	111115	-12.2	111115		999999		999999		999999		999999	170	111515	1	111115		999999		999999		999999		999999	1029.6	111115	797.7	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /1701 11042 21122 37977 40296 52010 333 60005 555 11063 29054
422-Smiley face	99369	2024-02-27 08:00:00	-3.4	111115	-11.7	111115		999999		999999		999999		999999	90	111515	1	111115		999999		999999		999999		999999	1028.5	111115	797.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0901 11034 21117 37970 40285 50001 333 60005 555 11057 29052
423-Smiley face	99369	2024-02-27 09:00:00	-2.3	111115	-10.6	111115	-4.7	111115	53	111515		999999		999999	120	111515	2	111115		999999		999999		999999		999999	1027.1	111115	796.3	111115	-1.0	111515	8	111515	4	111555		999999		999999	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.2	115155	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.74	115555	5.16	115555		999999		999999	AAXX 27091 99369 46/// /1202 11023 21106 37963 40271 58010 333 70000 555 11047 29053 66666 00002 10003 2//// 3//// 5//// 9////=
424-Smiley face	99369	2024-02-27 10:00:00	-2.1	111115	-10.3	111115		999999		999999		999999		999999	30	111515	1	111115		999999		999999		999999		999999	1026.5	111115	795.9	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /0301 11021 21103 37959 40265 57018 333 60005 555 11045 29053
425-Smiley face	99369	2024-02-27 11:00:00	-2.5	111115	-9.6	111115		999999		999999		999999		999999	300	111515	2	111115		999999		999999		999999		999999	1026.3	111115	795.5	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3002 11025 21096 37955 40263 57015 333 60005 555 11046 29058
426-Smiley face	99369	2024-02-27 12:00:00		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	AAXX 27121 99369 NIL=
427-Smiley face	99369	2024-02-27 15:00:00		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	AAXX 27151 99369 NIL=
428-Smiley face	99369	2024-02-27 18:00:00	-6.1	111115	-9.9	111115	-7.0	111115	74	111515		999999		999999	50	111515	2	111115		999999		999999		999999		999999	1028.0	111115	796.4	111115	0.5	111515	3	111515	1	111555	0.0	111155	6	115555	0.0	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.86	115555	3.88	115555		999999		999999	AAXX 27181 99369 16/// /0502 11061 21099 37964 40280 53005 60001 333 55/// 70000 555 11070 29075=
429-Smiley face	99369	2024-02-27 21:00:00	-10.0	111115	-11.8	111115	-10.1	111115	88	111515		999999		999999	0	111515	0	111115	220.0	111555	3.0	111155	340.0	111555	6.0	111155	1027.9	111115	796.1	111115	-0.3	111515	8	111515	4	111555		999999		999999	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.52	115555	2.86	115555		999999		999999	AAXX 27211 99369 46/// /0000 11100 21118 37961 40279 58003 333 70005 555 11101 29086 32203 43406=
430-Smiley face	99369	2024-02-28 00:00:00	-10.8	111115	-13.4	111115	-11.1	111115	81	111515		999999		999999	110	111515	1	111115		999999		999999		999999		999999	1029.1	111115	796.2	111115	0.1	111515	0	111515	1	111555	0.5	111155	6	115555	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.18	115555	2.69	115555		999999		999999	AAXX 28001 99369 16/// /1101 11108 21134 37962 40291 50001 69951 333 70005 555 11111 29081=
431-Smiley face	99369	2024-02-28 03:00:00	-10.3	111115	-14.0	111115	-10.9	111115	73	111515	-10.8	111155	-4.8	111155	280	111515	1	111115		999999		999999		999999		999999	1029.0	111115	795.7	111115	-0.5	111515	7	111515	4	111555		999999		999999	0.5	111155	6	111555		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	0.2	115155	0.3	115155		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	2.05	115555	2.8	115555	-10.8	115555	-4.8	115555	AAXX 28031 99369 46/// /2801 11103 21140 37957 40290 57005 333 11048 21108 70005 555 11109 29075 66666 00002 10003 2//// 3//// 5//// 9////=
432-Smiley face	99369	2024-02-28 04:00:00	-9.4	111115	-13.6	111115		999999		999999		999999		999999	310	111515	1	111115		999999		999999		999999		999999	1029.2	111115	796.0	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3101 11094 21136 37960 40292 55000 333 60005 555 11101 29072
433-Smiley face	99369	2024-02-28 05:00:00	-6.3	111115	-12.9	111115		999999		999999		999999		999999	300	111515	1	111115		999999		999999		999999		999999	1028.1	111115	796.1	111115		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999		999999	99369 26/// /3001 11063 21129 37961 40281 53002 333 60005 555 11078 29060
